BOND-CONSUMER/SREV
Code,Stock,Last,Chg,% Chg,B-Q,Buy,Sell,S-Q,Open,High,Low,Prev,PAC,Total Vol,Total Val($),VWAP,Floor,Ceiling
[3662LA],MFLOUR-LA,,,,700,1.4,1.66,600,,,,1.5,1.5,,,,1.05,1.95
